PACKAGE_NAME,VERSION,LANGUAGE,RUNTIME_VERSION
cron-descriptor,1.2.24,python,3.9
cron-descriptor,1.4.5,python,3.10
cron-descriptor,1.4.5,python,3.11
cron-descriptor,1.4.5,python,3.12
cron-descriptor,1.4.5,python,3.13
cron-descriptor,1.4.5,python,
cron-descriptor,1.4.5,python,3.9
croniter,1.3.7,python,3.10
croniter,1.3.7,python,3.11
croniter,1.3.7,python,3.12
croniter,1.3.7,python,3.8
croniter,1.3.7,python,3.9
croniter,3.0.3,python,3.10
croniter,3.0.3,python,3.11
croniter,3.0.3,python,3.12
croniter,3.0.3,python,3.13
croniter,3.0.3,python,
croniter,3.0.3,python,3.8
croniter,3.0.3,python,3.9
croniter,6.0.0,python,3.10
croniter,6.0.0,python,3.11
croniter,6.0.0,python,3.12
croniter,6.0.0,python,3.13
croniter,6.0.0,python,
croniter,6.2.2,python,3.10
croniter,6.2.2,python,3.11
croniter,6.2.2,python,3.12
croniter,6.2.2,python,3.13
croniter,6.2.2,python,
cronsim,2.7,python,3.10
cronsim,2.7,python,3.11
cronsim,2.7,python,3.12
cronsim,2.7,python,3.13
cronsim,2.7,python,
cryptography,3.3.1,python,3.8
cryptography,3.3.1,python,3.9
cryptography,3.4.7,python,3.8
cryptography,3.4.7,python,3.9
cryptography,35.0.0,python,3.8
cryptography,35.0.0,python,3.9
cryptography,36.0.0,python,3.10
cryptography,36.0.0,python,3.8
cryptography,36.0.0,python,3.9
cryptography,37.0.1,python,3.10
cryptography,37.0.1,python,3.8
cryptography,37.0.1,python,3.9
cryptography,38.0.1,python,3.10
cryptography,38.0.1,python,3.8
cryptography,38.0.1,python,3.9
cryptography,38.0.4,python,3.10
cryptography,38.0.4,python,3.11
cryptography,38.0.4,python,3.8
cryptography,38.0.4,python,3.9
cryptography,39.0.1,python,3.10
cryptography,39.0.1,python,3.11
cryptography,39.0.1,python,3.8
cryptography,39.0.1,python,3.9
cryptography,41.0.1,python,3.10
cryptography,41.0.1,python,3.11
cryptography,41.0.1,python,3.8
cryptography,41.0.1,python,3.9
cryptography,41.0.2,python,3.10
cryptography,41.0.2,python,3.11
cryptography,41.0.2,python,3.8
cryptography,41.0.2,python,3.9
cryptography,41.0.3,python,3.10
cryptography,41.0.3,python,3.11
cryptography,41.0.3,python,3.12
cryptography,41.0.3,python,3.8
cryptography,41.0.3,python,3.9
cryptography,41.0.7,python,3.10
cryptography,41.0.7,python,3.11
cryptography,41.0.7,python,3.12
cryptography,41.0.7,python,3.8
cryptography,41.0.7,python,3.9
cryptography,42.0.2,python,3.10
cryptography,42.0.2,python,3.11
cryptography,42.0.2,python,3.8
cryptography,42.0.2,python,3.9
cryptography,42.0.5,python,3.10
cryptography,42.0.5,python,3.11
cryptography,42.0.5,python,3.12
cryptography,42.0.5,python,3.8
cryptography,42.0.5,python,3.9
cryptography,43.0.0,python,3.10
cryptography,43.0.0,python,3.11
cryptography,43.0.0,python,3.12
cryptography,43.0.0,python,3.13
cryptography,43.0.0,python,3.8
cryptography,43.0.0,python,3.9
cryptography,43.0.3,python,3.10
cryptography,43.0.3,python,3.11
cryptography,43.0.3,python,3.12
cryptography,43.0.3,python,3.13
cryptography,43.0.3,python,3.9
cryptography,44.0.1,python,3.10
cryptography,44.0.1,python,3.11
cryptography,44.0.1,python,3.12
cryptography,44.0.1,python,3.13
cryptography,44.0.1,python,3.9
cryptography,45.0.3,python,3.10
cryptography,45.0.3,python,3.11
cryptography,45.0.3,python,3.12
cryptography,45.0.3,python,3.13
cryptography,45.0.3,python,3.9
cryptography,45.0.5,python,3.10
cryptography,45.0.5,python,3.11
cryptography,45.0.5,python,3.12
cryptography,45.0.5,python,3.13
cryptography,45.0.5,python,3.9
cryptography,45.0.7,python,3.10
cryptography,45.0.7,python,3.11
cryptography,45.0.7,python,3.12
cryptography,45.0.7,python,3.13
cryptography,45.0.7,python,3.9
cryptography,46.0.2,python,3.10
cryptography,46.0.2,python,3.11
cryptography,46.0.2,python,3.12
cryptography,46.0.2,python,3.13
cryptography,46.0.2,python,
cryptography,46.0.2,python,3.9
cryptography,46.0.3,python,3.10
cryptography,46.0.3,python,3.11
cryptography,46.0.3,python,3.12
cryptography,46.0.3,python,3.13
cryptography,46.0.3,python,
cryptography,46.0.4,python,3.10
cryptography,46.0.4,python,3.11
cryptography,46.0.4,python,3.12
cryptography,46.0.4,python,3.13
cryptography,46.0.4,python,
cryptography,46.0.5,python,3.10
cryptography,46.0.5,python,3.11
cryptography,46.0.5,python,3.12
cryptography,46.0.5,python,3.13
cryptography,46.0.5,python,
cryptography,46.0.6,python,3.10
cryptography,46.0.6,python,3.11
cryptography,46.0.6,python,3.12
cryptography,46.0.6,python,3.13
cryptography,46.0.6,python,
cryptography,46.0.7,python,3.10
cryptography,46.0.7,python,3.11
cryptography,46.0.7,python,3.12
cryptography,46.0.7,python,3.13
cryptography,46.0.7,python,
cssselect,1.2.0,python,3.10
cssselect,1.2.0,python,3.11
cssselect,1.2.0,python,3.12
cssselect,1.2.0,python,3.13
cssselect,1.2.0,python,
cssselect,1.2.0,python,3.8
cssselect,1.2.0,python,3.9
cssselect,1.3.0,python,3.10
cssselect,1.3.0,python,3.11
cssselect,1.3.0,python,3.12
cssselect,1.3.0,python,3.13
cssselect,1.3.0,python,
cssselect2,0.7.0,python,3.10
cssselect2,0.7.0,python,3.11
cssselect2,0.7.0,python,3.12
cssselect2,0.7.0,python,3.13
cssselect2,0.7.0,python,3.9
cssutils,2.11.1,python,3.10
cssutils,2.11.1,python,3.11
cssutils,2.11.1,python,3.12
cssutils,2.11.1,python,3.13
cssutils,2.11.1,python,3.9
csvkit,1.0.4,python,3.10
csvkit,1.0.4,python,3.11
csvkit,1.0.5,python,3.12
csvkit,1.0.5,python,3.13
csvkit,1.0.5,python,3.8
csvkit,2.2.0,python,3.10
csvkit,2.2.0,python,3.11
csvkit,2.2.0,python,3.12
csvkit,2.2.0,python,3.13
csvkit,2.2.0,python,
ctransformers,0.2.27,python,3.10
ctransformers,0.2.27,python,3.11
ctransformers,0.2.27,python,3.12
ctransformers,0.2.27,python,3.13
ctransformers,0.2.27,python,
ctransformers,0.2.27,python,3.9
ctranslate2,4.7.1,python,
ctranslate2,4.7.1,python,3.10
ctranslate2,4.7.1,python,3.11
ctranslate2,4.7.1,python,3.12
ctranslate2,4.7.1,python,3.13
ctypesgen,1.1.1,python,3.10
ctypesgen,1.1.1,python,3.11
ctypesgen,1.1.1,python,3.12
ctypesgen,1.1.1,python,3.13
ctypesgen,1.1.1,python,
ctypesgen,1.1.1,python,3.8
ctypesgen,1.1.1,python,3.9
ctypesgen-pypdfium2-team,1.1.1+17_g10b2b4,python,3.10
ctypesgen-pypdfium2-team,1.1.1+17_g10b2b4,python,3.11
ctypesgen-pypdfium2-team,1.1.1+17_g10b2b4,python,3.12
ctypesgen-pypdfium2-team,1.1.1+17_g10b2b4,python,3.8
ctypesgen-pypdfium2-team,1.1.1+17_g10b2b4,python,3.9
ctypesgen-pypdfium2-team,1.1.1+4_g8a62d02,python,3.10
ctypesgen-pypdfium2-team,1.1.1+4_g8a62d02,python,3.11
ctypesgen-pypdfium2-team,1.1.1+4_g8a62d02,python,3.8
ctypesgen-pypdfium2-team,1.1.1+4_g8a62d02,python,3.9
cucumber-expressions,18.0.0,python,3.10
cucumber-expressions,18.0.0,python,3.11
cucumber-expressions,18.0.0,python,3.12
cucumber-expressions,18.0.0,python,3.13
cucumber-expressions,18.0.0,python,
cucumber-expressions,18.0.0,python,3.9
cucumber-tag-expressions,8.0.0,python,3.10
cucumber-tag-expressions,8.0.0,python,3.11
cucumber-tag-expressions,8.0.0,python,3.12
cucumber-tag-expressions,8.0.0,python,3.13
cucumber-tag-expressions,8.0.0,python,
cufflinks-py,0.17.3,python,3.10
cufflinks-py,0.17.3,python,3.11
cufflinks-py,0.17.3,python,3.8
cufflinks-py,0.17.3,python,3.9
cuid,0.4,python,3.10
cuid,0.4,python,3.11
cuid,0.4,python,3.12
cuid,0.4,python,3.13
cuid,0.4,python,
cuid,0.4,python,3.9
cupy-core,13.6.0,python,3.10
cupy-core,13.6.0,python,3.11
cupy-core,13.6.0,python,3.12
cupy-core,13.6.0,python,3.13
cupy-core,13.6.0,python,3.9
curl,7.71.1,python,
curl,7.80.0,python,
curl,7.82.0,python,
curl,7.84.0,python,
curl,7.85.0,python,
curl,7.86.0,python,
curl,7.87.0,python,
curl,7.88.1,python,
curl,8.1.1,python,
curl,8.11.1,python,
curl,8.12.0,python,
curl,8.12.1,python,
curl,8.14.1,python,
curl,8.15.0,python,
curl,8.16.0,python,
curl,8.17.0,python,
curl,8.18.0,python,
curl,8.19.0,python,
curl,8.2.1,python,
curl,8.4.0,python,
curl,8.5.0,python,
curl,8.7.1,python,
curl,8.9.1,python,
curtsies,0.3.4,python,3.10
curtsies,0.3.4,python,3.11
curtsies,0.3.4,python,3.12
curtsies,0.3.4,python,3.13
curtsies,0.3.4,python,3.8
curtsies,0.3.4,python,3.9
curtsies,0.4.3,python,3.10
curtsies,0.4.3,python,3.11
curtsies,0.4.3,python,3.12
curtsies,0.4.3,python,3.13
custom-inherit,2.4.1,python,3.10
custom-inherit,2.4.1,python,3.11
custom-inherit,2.4.1,python,3.8
custom-inherit,2.4.1,python,3.9
cvxopt,1.2.0,python,3.8
cvxopt,1.2.6,python,3.10
cvxopt,1.2.6,python,3.11
cvxopt,1.2.6,python,3.8
cvxopt,1.2.6,python,3.9
cvxopt,1.3.0,python,3.10
cvxopt,1.3.0,python,3.11
cvxopt,1.3.0,python,3.12
cvxopt,1.3.0,python,3.13
cvxopt,1.3.0,python,3.8
cvxopt,1.3.0,python,3.9
cvxopt,1.3.2,python,3.10
cvxopt,1.3.2,python,3.11
cvxopt,1.3.2,python,3.12
cvxopt,1.3.2,python,3.13
cvxopt,1.3.2,python,3.9
cvxopt,1.3.3,python,3.10
cvxopt,1.3.3,python,3.11
cvxopt,1.3.3,python,3.12
cvxopt,1.3.3,python,3.13
cvxopt,1.3.3,python,
cvxpy,1.3.2,python,3.10
cvxpy,1.3.2,python,3.11
cvxpy,1.3.2,python,3.8
cvxpy,1.3.2,python,3.9
cvxpy,1.7.2,python,3.10
cvxpy,1.7.2,python,3.11
cvxpy,1.7.2,python,3.12
cvxpy,1.7.2,python,3.13
cvxpy,1.7.2,python,3.9
cvxpy,1.7.3,python,3.10
cvxpy,1.7.3,python,3.11
cvxpy,1.7.3,python,3.12
cvxpy,1.7.3,python,3.13
cvxpy,1.8.1,python,3.11
cvxpy,1.8.1,python,3.12
cvxpy,1.8.1,python,3.13
cvxpy,1.8.1,python,
cvxpy,1.8.2,python,3.11
cvxpy,1.8.2,python,3.12
cvxpy,1.8.2,python,3.13
cvxpy,1.8.2,python,
cvxpy-base,1.3.2,python,3.10
cvxpy-base,1.3.2,python,3.11
cvxpy-base,1.3.2,python,3.8
cvxpy-base,1.3.2,python,3.9
cvxpy-base,1.7.2,python,3.10
cvxpy-base,1.7.2,python,3.11
cvxpy-base,1.7.2,python,3.12
cvxpy-base,1.7.2,python,3.13
cvxpy-base,1.7.2,python,3.9
cvxpy-base,1.7.3,python,3.10
cvxpy-base,1.7.3,python,3.11
cvxpy-base,1.7.3,python,3.12
cvxpy-base,1.7.3,python,3.13
cvxpy-base,1.7.3,python,
cvxpy-base,1.8.1,python,3.11
cvxpy-base,1.8.1,python,3.12
cvxpy-base,1.8.1,python,3.13
cvxpy-base,1.8.1,python,
cvxpy-base,1.8.2,python,3.11
cvxpy-base,1.8.2,python,3.12
cvxpy-base,1.8.2,python,3.13
cvxpy-base,1.8.2,python,
cwcwidth,0.1.10,python,3.10
cwcwidth,0.1.10,python,3.11
cwcwidth,0.1.10,python,3.12
cwcwidth,0.1.10,python,3.13
cwcwidth,0.1.10,python,
cwcwidth,0.1.10,python,3.9
cx_oracle,8.1.0,python,3.8
cx_oracle,8.1.0,python,3.9
cx_oracle,8.3.0,python,3.10
cx_oracle,8.3.0,python,3.11
cx_oracle,8.3.0,python,3.12
cx_oracle,8.3.0,python,3.13
cx_oracle,8.3.0,python,3.8
cx_oracle,8.3.0,python,3.9
cybox,2.1.0.21,python,3.10
cybox,2.1.0.21,python,3.11
cybox,2.1.0.21,python,3.12
cybox,2.1.0.21,python,3.8
cybox,2.1.0.21,python,3.9
cycler,0.10.0,python,3.8
cycler,0.10.0,python,3.9
cycler,0.12.1,python,3.10
cycler,0.12.1,python,3.11
cycler,0.12.1,python,3.12
cycler,0.12.1,python,3.13
cycler,0.12.1,python,
cyclopts,4.6.0,python,3.10
cyclopts,4.6.0,python,3.11
cyclopts,4.6.0,python,3.12
cyclopts,4.6.0,python,3.13
cyclopts,4.6.0,python,
cymem,2.0.11,python,3.10
cymem,2.0.11,python,3.11
cymem,2.0.11,python,3.12
cymem,2.0.11,python,3.13
cymem,2.0.11,python,
cymem,2.0.11,python,3.9
cymem,2.0.5,python,3.10
cymem,2.0.5,python,3.8
cymem,2.0.5,python,3.9
cymem,2.0.6,python,3.10
cymem,2.0.6,python,3.11
cymem,2.0.6,python,3.12
cymem,2.0.6,python,3.13
cymem,2.0.6,python,3.8
cymem,2.0.6,python,3.9
cyrus-sasl,2.1.27,python,
cyrus-sasl,2.1.28,python,
cython,0.29.22,python,3.8
cython,0.29.22,python,3.9
cython,0.29.23,python,3.8
cython,0.29.23,python,3.9
cython,0.29.24,python,3.8
cython,0.29.24,python,3.9
cython,0.29.25,python,3.10
cython,0.29.25,python,3.8
cython,0.29.25,python,3.9
cython,0.29.28,python,3.10
cython,0.29.28,python,3.8
cython,0.29.28,python,3.9
cython,0.29.30,python,3.10
cython,0.29.30,python,3.8
cython,0.29.30,python,3.9
cython,0.29.32,python,3.10
cython,0.29.32,python,3.11
cython,0.29.32,python,3.8
cython,0.29.32,python,3.9
cython,0.29.33,python,3.10
cython,0.29.33,python,3.11
cython,0.29.33,python,3.8
cython,0.29.33,python,3.9
cython,0.29.35,python,3.10
cython,0.29.35,python,3.11
cython,0.29.35,python,3.8
cython,0.29.35,python,3.9
cython,0.29.36,python,3.10
cython,0.29.36,python,3.11
cython,0.29.36,python,3.12
cython,0.29.36,python,3.8
cython,0.29.36,python,3.9
cython,0.29.37,python,3.10
cython,0.29.37,python,3.11
cython,0.29.37,python,3.12
cython,0.29.37,python,3.8
cython,0.29.37,python,3.9
cython,3.0.0,python,3.10
cython,3.0.0,python,3.11
cython,3.0.0,python,3.12
cython,3.0.0,python,3.8
cython,3.0.0,python,3.9
cython,3.0.10,python,3.10
cython,3.0.10,python,3.11
cython,3.0.10,python,3.12
cython,3.0.10,python,3.8
cython,3.0.10,python,3.9
cython,3.0.11,python,3.10
cython,3.0.11,python,3.11
cython,3.0.11,python,3.12
cython,3.0.11,python,3.13
cython,3.0.11,python,3.8
cython,3.0.11,python,3.9
cython,3.0.12,python,3.10
cython,3.0.12,python,3.11
cython,3.0.12,python,3.12
cython,3.0.12,python,3.13
cython,3.0.12,python,
cython,3.0.12,python,3.9
cython,3.0.6,python,3.10
cython,3.0.6,python,3.11
cython,3.0.6,python,3.12
cython,3.0.6,python,3.8
cython,3.0.6,python,3.9
cython,3.0.8,python,3.10
cython,3.0.8,python,3.11
cython,3.0.8,python,3.12
cython,3.0.8,python,3.8
cython,3.0.8,python,3.9
cython,3.1.3,python,3.10
cython,3.1.3,python,3.11
cython,3.1.3,python,3.12
cython,3.1.3,python,3.13
cython,3.1.3,python,3.9
cython,3.1.4,python,3.10
cython,3.1.4,python,3.11
cython,3.1.4,python,3.12
cython,3.1.4,python,3.13
cython,3.1.4,python,
cython,3.1.4,python,3.9
cython,3.2.2,python,3.10
cython,3.2.2,python,3.11
cython,3.2.2,python,3.12
cython,3.2.2,python,3.13
cython,3.2.2,python,
cython,3.2.4,python,3.10
cython,3.2.4,python,3.11
cython,3.2.4,python,3.12
cython,3.2.4,python,3.13
cython,3.2.4,python,
cython-blis,0.7.11,python,3.12
cython-blis,0.7.4,python,3.8
cython-blis,0.7.4,python,3.9
cython-blis,0.7.7,python,3.10
cython-blis,0.7.7,python,3.11
cython-blis,0.7.7,python,3.8
cython-blis,0.7.7,python,3.9
cython-blis,0.7.9,python,3.10
cython-blis,0.7.9,python,3.11
cython-blis,0.7.9,python,3.8
cython-blis,0.7.9,python,3.9
cython-blis,1.0.1,python,3.10
cython-blis,1.0.1,python,3.11
cython-blis,1.0.1,python,3.12
cython-blis,1.0.1,python,3.13
cython-blis,1.0.1,python,
cython-blis,1.0.1,python,3.9
cython-blis,1.3.0,python,3.10
cython-blis,1.3.0,python,3.11
cython-blis,1.3.0,python,3.12
cython-blis,1.3.0,python,3.13
cython-blis,1.3.3,python,3.10
cython-blis,1.3.3,python,3.11
cython-blis,1.3.3,python,3.12
cython-blis,1.3.3,python,3.13
cython-blis,1.3.3,python,
cytoolz,0.11.0,python,3.10
cytoolz,0.11.0,python,3.8
cytoolz,0.11.0,python,3.9
cytoolz,0.12.0,python,3.10
cytoolz,0.12.0,python,3.11
cytoolz,0.12.0,python,3.8
cytoolz,0.12.0,python,3.9
cytoolz,0.12.2,python,3.10
cytoolz,0.12.2,python,3.11
cytoolz,0.12.2,python,3.12
cytoolz,0.12.2,python,3.8
cytoolz,0.12.2,python,3.9
cytoolz,1.0.1,python,3.10
cytoolz,1.0.1,python,3.11
cytoolz,1.0.1,python,3.12
cytoolz,1.0.1,python,3.13
cytoolz,1.0.1,python,3.9
cytoolz,1.1.0,python,3.10
cytoolz,1.1.0,python,3.11
cytoolz,1.1.0,python,3.12
cytoolz,1.1.0,python,3.13
cytoolz,1.1.0,python,
dacite,1.8.1,python,3.10
dacite,1.8.1,python,3.11
dacite,1.8.1,python,3.12
dacite,1.8.1,python,3.13
dacite,1.8.1,python,
dacite,1.8.1,python,3.8
dacite,1.8.1,python,3.9
dacite,1.9.2,python,3.10
dacite,1.9.2,python,3.11
dacite,1.9.2,python,3.12
dacite,1.9.2,python,3.13
dacite,1.9.2,python,
daff,1.3.46,python,3.10
daff,1.3.46,python,3.11
daff,1.3.46,python,3.12
daff,1.3.46,python,3.9
daff,1.4.2,python,3.10
daff,1.4.2,python,3.11
daff,1.4.2,python,3.12
daff,1.4.2,python,3.13
daff,1.4.2,python,
daff,1.4.2,python,3.9
dash,2.14.2,python,3.10
dash,2.14.2,python,3.11
dash,2.14.2,python,3.12
dash,2.14.2,python,3.13
dash,2.14.2,python,3.8
dash,2.14.2,python,3.9
dash,2.7.0,python,3.10
dash,2.7.0,python,3.11
dash,2.7.0,python,3.12
dash,2.7.0,python,3.8
dash,2.7.0,python,3.9
dash,3.2.0,python,3.10
dash,3.2.0,python,3.11
dash,3.2.0,python,3.12
dash,3.2.0,python,3.13
dash,3.2.0,python,3.9
dash,4.0.0,python,3.10
dash,4.0.0,python,3.11
dash,4.0.0,python,3.12
dash,4.0.0,python,3.13
dash,4.0.0,python,
dash-bio,1.0.2,python,3.10
dash-bio,1.0.2,python,3.11
dash-bio,1.0.2,python,3.12
dash-bio,1.0.2,python,3.13
dash-bio,1.0.2,python,3.9
dash-core-components,2.0.0,python,3.10
dash-core-components,2.0.0,python,3.11
dash-core-components,2.0.0,python,3.12
dash-core-components,2.0.0,python,3.13
dash-core-components,2.0.0,python,3.8
dash-core-components,2.0.0,python,3.9
dash-html-components,2.0.0,python,3.10
dash-html-components,2.0.0,python,3.11
dash-html-components,2.0.0,python,3.12
dash-html-components,2.0.0,python,3.13
dash-html-components,2.0.0,python,3.8
dash-html-components,2.0.0,python,3.9
dash-table,5.0.0,python,3.10
dash-table,5.0.0,python,3.11
dash-table,5.0.0,python,3.12
dash-table,5.0.0,python,3.13
dash-table,5.0.0,python,3.8
dash-table,5.0.0,python,3.9
dash_cytoscape,0.3.0,python,3.10
dash_cytoscape,0.3.0,python,3.11
dash_cytoscape,0.3.0,python,3.12
dash_cytoscape,0.3.0,python,3.13
dash_cytoscape,0.3.0,python,3.8
dash_cytoscape,0.3.0,python,3.9
dash_cytoscape,1.0.2,python,3.10
dash_cytoscape,1.0.2,python,3.11
dash_cytoscape,1.0.2,python,3.12
dash_cytoscape,1.0.2,python,3.13
dash_cytoscape,1.0.2,python,
dash_cytoscape,1.0.2,python,3.9
dask,2022.5.0,python,3.10
dask,2022.5.0,python,3.11
dask,2022.5.0,python,3.8
dask,2022.5.0,python,3.9
dask,2022.7.0,python,3.10
dask,2022.7.0,python,3.8
dask,2022.7.0,python,3.9
dask,2023.11.0,python,3.10
dask,2023.11.0,python,3.11
dask,2023.11.0,python,3.12
dask,2023.11.0,python,3.9
dask,2023.3.2,python,3.10
dask,2023.3.2,python,3.11
dask,2023.3.2,python,3.8
dask,2023.3.2,python,3.9
dask,2023.4.1,python,3.10
dask,2023.4.1,python,3.11
dask,2023.4.1,python,3.8
dask,2023.4.1,python,3.9
dask,2023.5.1,python,3.10
dask,2023.5.1,python,3.11
dask,2023.5.1,python,3.9
dask,2023.6.0,python,3.10
dask,2023.6.0,python,3.11
dask,2023.6.0,python,3.9
dask,2024.12.1,python,3.10
dask,2024.12.1,python,3.11
dask,2024.12.1,python,3.12
dask,2024.12.1,python,3.13
dask,2024.5.0,python,3.10
dask,2024.5.0,python,3.11
dask,2024.5.0,python,3.12
dask,2024.5.0,python,3.9
dask,2024.8.2,python,3.10
dask,2024.8.2,python,3.11
dask,2024.8.2,python,3.12
dask,2025.10.0,python,3.10
dask,2025.10.0,python,3.11
dask,2025.10.0,python,3.12
dask,2025.10.0,python,3.13
dask,2025.11.0,python,3.10
dask,2025.11.0,python,3.11
dask,2025.11.0,python,3.12
dask,2025.11.0,python,3.13
dask,2025.11.0,python,
dask,2025.12.0,python,3.10
dask,2025.12.0,python,3.11
dask,2025.12.0,python,3.12
dask,2025.12.0,python,3.13
dask,2025.12.0,python,
dask,2025.2.0,python,3.10
dask,2025.2.0,python,3.11
dask,2025.2.0,python,3.12
dask,2025.2.0,python,3.13
dask,2025.5.1,python,3.10
dask,2025.5.1,python,3.11
dask,2025.5.1,python,3.12
dask,2025.5.1,python,3.13
dask,2025.7.0,python,3.10
dask,2025.7.0,python,3.11
dask,2025.7.0,python,3.12
dask,2025.7.0,python,3.13
dask,2025.9.1,python,3.10
dask,2025.9.1,python,3.11
dask,2025.9.1,python,3.12
dask,2025.9.1,python,3.13
dask,2026.1.2,python,3.10
dask,2026.1.2,python,3.11
dask,2026.1.2,python,3.12
dask,2026.1.2,python,3.13
dask,2026.1.2,python,
dask,2026.3.0,python,3.10
dask,2026.3.0,python,3.11
dask,2026.3.0,python,3.12
dask,2026.3.0,python,3.13
dask,2026.3.0,python,
dask-core,2022.5.0,python,3.10
dask-core,2022.5.0,python,3.11
dask-core,2022.5.0,python,3.8
dask-core,2022.5.0,python,3.9
dask-core,2022.7.0,python,3.10
dask-core,2022.7.0,python,3.11
dask-core,2022.7.0,python,3.8
dask-core,2022.7.0,python,3.9
dask-core,2023.11.0,python,3.10
dask-core,2023.11.0,python,3.11
dask-core,2023.11.0,python,3.12
dask-core,2023.11.0,python,3.9
dask-core,2023.3.2,python,3.10
dask-core,2023.3.2,python,3.11
dask-core,2023.3.2,python,3.8
dask-core,2023.3.2,python,3.9
dask-core,2023.4.1,python,3.10
dask-core,2023.4.1,python,3.11
dask-core,2023.4.1,python,3.8
dask-core,2023.4.1,python,3.9
dask-core,2023.5.1,python,3.10
dask-core,2023.5.1,python,3.11
dask-core,2023.5.1,python,3.9
dask-core,2023.6.0,python,3.10
dask-core,2023.6.0,python,3.11
dask-core,2023.6.0,python,3.12
dask-core,2023.6.0,python,3.9
dask-core,2024.12.1,python,3.10
dask-core,2024.12.1,python,3.11
dask-core,2024.12.1,python,3.12
dask-core,2024.12.1,python,3.13
dask-core,2024.5.0,python,3.10
dask-core,2024.5.0,python,3.11
dask-core,2024.5.0,python,3.12
dask-core,2024.5.0,python,3.9
dask-core,2024.8.2,python,3.10
dask-core,2024.8.2,python,3.11
dask-core,2024.8.2,python,3.12
dask-core,2025.10.0,python,3.10
dask-core,2025.10.0,python,3.11
dask-core,2025.10.0,python,3.12
dask-core,2025.10.0,python,3.13
dask-core,2025.11.0,python,3.10
dask-core,2025.11.0,python,3.11
dask-core,2025.11.0,python,3.12
dask-core,2025.11.0,python,3.13
dask-core,2025.11.0,python,
dask-core,2025.12.0,python,3.10
dask-core,2025.12.0,python,3.11
dask-core,2025.12.0,python,3.12
dask-core,2025.12.0,python,3.13
dask-core,2025.12.0,python,
dask-core,2025.2.0,python,3.10
dask-core,2025.2.0,python,3.11
dask-core,2025.2.0,python,3.12
dask-core,2025.2.0,python,3.13
dask-core,2025.5.1,python,3.10
dask-core,2025.5.1,python,3.11
dask-core,2025.5.1,python,3.12
dask-core,2025.5.1,python,3.13
dask-core,2025.7.0,python,3.10
dask-core,2025.7.0,python,3.11
dask-core,2025.7.0,python,3.12
dask-core,2025.7.0,python,3.13
dask-core,2025.9.1,python,3.10
dask-core,2025.9.1,python,3.11
dask-core,2025.9.1,python,3.12
dask-core,2025.9.1,python,3.13
dask-core,2026.1.2,python,3.10
dask-core,2026.1.2,python,3.11
dask-core,2026.1.2,python,3.12
dask-core,2026.1.2,python,3.13
dask-core,2026.1.2,python,
dask-core,2026.3.0,python,3.10
dask-core,2026.3.0,python,3.11
dask-core,2026.3.0,python,3.12
dask-core,2026.3.0,python,3.13
dask-core,2026.3.0,python,
dask-expr,1.1.0,python,3.10
dask-expr,1.1.0,python,3.11
dask-expr,1.1.0,python,3.12
dask-expr,1.1.0,python,3.9
dask-expr,1.1.13,python,3.10
dask-expr,1.1.13,python,3.11
dask-expr,1.1.13,python,3.12
dask-expr,1.1.21,python,3.10
dask-expr,1.1.21,python,3.11
dask-expr,1.1.21,python,3.12
dask-expr,1.1.21,python,3.13
dask-expr,2.0.0,python,3.10
dask-expr,2.0.0,python,3.11
dask-expr,2.0.0,python,3.12
dask-expr,2.0.0,python,3.13
dask-expr,2.0.0,python,
dask-glm,0.2.0,python,3.10
dask-glm,0.2.0,python,3.11
dask-glm,0.2.0,python,3.12
dask-glm,0.3.2,python,3.10
dask-glm,0.3.2,python,3.11
dask-glm,0.3.2,python,3.12
dask-glm,0.3.2,python,3.13
dask-glm,0.3.2,python,3.9
dask-glm,0.4.0,python,3.10
dask-glm,0.4.0,python,3.11
dask-glm,0.4.0,python,3.12
dask-glm,0.4.0,python,3.13
dask-glm,0.4.0,python,
dask-image,2023.8.1,python,3.10
dask-image,2023.8.1,python,3.11
dask-image,2023.8.1,python,3.12
dask-image,2023.8.1,python,3.9
dask-image,2024.5.3,python,3.10
dask-image,2024.5.3,python,3.11
dask-image,2024.5.3,python,3.12
dask-image,2024.5.3,python,3.9
dask-image,2025.11.0,python,3.10
dask-image,2025.11.0,python,3.11
dask-image,2025.11.0,python,3.12
dask-image,2025.11.0,python,3.13
dask-jobqueue,0.8.2,python,3.10
dask-jobqueue,0.8.2,python,3.11
dask-jobqueue,0.8.2,python,3.12
dask-jobqueue,0.8.2,python,3.8
dask-jobqueue,0.8.2,python,3.9
dask-jobqueue,0.9.0,python,3.10
dask-jobqueue,0.9.0,python,3.11
dask-jobqueue,0.9.0,python,3.12
dask-jobqueue,0.9.0,python,3.13
dask-jobqueue,0.9.0,python,
dask-ml,2022.5.27,python,3.10
dask-ml,2022.5.27,python,3.8
dask-ml,2022.5.27,python,3.9
dask-ml,2023.3.24,python,3.10
dask-ml,2023.3.24,python,3.11
dask-ml,2023.3.24,python,3.12
dask-ml,2023.3.24,python,3.8
dask-ml,2023.3.24,python,3.9
dask-ml,2024.4.4,python,3.10
dask-ml,2024.4.4,python,3.11
dask-ml,2024.4.4,python,3.12
dask-ml,2024.4.4,python,3.8
dask-ml,2024.4.4,python,3.9
dask-ml,2025.1.0,python,3.10
